ids	Export_Decision	Economical_State	Profit
11435	2	2	1425000.0
11436	0	0	2726000.0
11437	1	0	2357000.0
11438	2	1	766000.0
11439	1	1	900500.0
11440	1	2	1694500.0
11441	1	1	900500.0
11442	2	0	210000.0
11443	1	2	1694500.0
11444	2	2	1425000.0
11445	0	0	2726000.0
11446	0	2	1870000.0
11447	2	1	766000.0
11448	0	1	-711000.0
11449	1	1	900500.0
11450	1	0	2357000.0
11451	1	0	2357000.0
11452	2	1	766000.0
11453	1	0	2357000.0
11454	1	1	900500.0
11455	2	0	210000.0
11456	2	2	1425000.0
11457	1	2	1694500.0
11458	0	2	1870000.0
11459	0	2	1870000.0
11460	2	1	766000.0
11461	0	2	1870000.0
11462	0	2	1870000.0
11463	1	2	1694500.0
11464	0	2	1870000.0
11465	2	2	1425000.0
11466	1	2	1694500.0
11467	0	1	-711000.0
11468	1	0	2357000.0
11469	0	2	1870000.0
11470	0	0	2726000.0
11471	2	1	766000.0
11472	2	1	766000.0
11473	2	0	210000.0
11474	1	1	900500.0
11475	1	1	900500.0
11476	2	1	766000.0
11477	2	1	766000.0
11478	0	2	1870000.0
11479	1	2	1694500.0
11480	2	1	766000.0
11481	0	1	-711000.0
11482	2	2	1425000.0
11483	0	0	2726000.0
11484	1	0	2357000.0
11485	1	1	900500.0
11486	2	0	210000.0
11487	0	0	2726000.0
11488	1	0	2357000.0
11489	2	0	210000.0
11490	1	0	2357000.0
11491	0	0	2726000.0
11492	0	0	2726000.0
11493	0	0	2726000.0
11494	0	1	-711000.0
11495	1	1	900500.0
11496	2	1	766000.0
11497	0	0	2726000.0
11498	2	0	210000.0
11499	1	0	2357000.0
11500	0	0	2726000.0
11501	2	0	210000.0
11502	1	0	2357000.0
11503	2	0	210000.0
11504	0	0	2726000.0
11505	0	0	2726000.0
11506	2	2	1425000.0
11507	1	0	2357000.0
11508	1	1	900500.0
11509	0	1	-711000.0
11510	2	2	1425000.0
11511	1	0	2357000.0
11512	0	2	1870000.0
11513	0	2	1870000.0
11514	2	2	1425000.0
11515	1	0	2357000.0
11516	0	0	2726000.0
11517	1	1	900500.0
11518	2	0	210000.0
11519	1	2	1694500.0
11520	1	2	1694500.0
11521	1	2	1694500.0
11522	2	2	1425000.0
11523	1	2	1694500.0
11524	0	1	-711000.0
11525	2	0	210000.0
11526	1	2	1694500.0
11527	1	2	1694500.0
11528	1	2	1694500.0
11529	1	2	1694500.0
11530	0	2	1870000.0
11531	2	0	210000.0
11532	1	1	900500.0
11533	0	1	-711000.0
11534	0	1	-711000.0
11535	2	0	210000.0
11536	0	1	-711000.0
11537	2	2	1425000.0
11538	1	0	2357000.0
11539	0	0	2726000.0
11540	1	0	2357000.0
11541	1	1	900500.0
11542	0	1	-711000.0
11543	2	0	210000.0
11544	0	0	2726000.0
11545	0	0	2726000.0
11546	2	1	766000.0
11547	1	0	2357000.0
11548	0	0	2726000.0
11549	2	0	210000.0
11550	2	1	766000.0
11551	1	1	900500.0
11552	1	2	1694500.0
11553	1	2	1694500.0
11554	2	2	1425000.0
11555	1	0	2357000.0
11556	1	0	2357000.0
11557	1	2	1694500.0
11558	2	1	766000.0
11559	2	1	766000.0
11560	2	1	766000.0
11561	1	1	900500.0
11562	0	2	1870000.0
11563	0	1	-711000.0
11564	0	1	-711000.0
11565	1	1	900500.0
11566	2	0	210000.0
11567	2	1	766000.0
11568	0	1	-711000.0
11569	2	0	210000.0
11570	1	1	900500.0
11571	1	2	1694500.0
11572	2	0	210000.0
11573	0	1	-711000.0
11574	1	1	900500.0
11575	0	2	1870000.0
11576	0	2	1870000.0
11577	1	0	2357000.0
11578	2	2	1425000.0
11579	1	0	2357000.0
11580	0	0	2726000.0
11581	1	1	900500.0
11582	1	2	1694500.0
11583	1	0	2357000.0
11584	1	1	900500.0
11585	2	1	766000.0
11586	0	0	2726000.0
11587	1	0	2357000.0
11588	0	2	1870000.0
11589	1	2	1694500.0
11590	0	1	-711000.0
11591	2	2	1425000.0
11592	2	1	766000.0
11593	0	1	-711000.0
11594	1	0	2357000.0
11595	2	0	210000.0
11596	2	2	1425000.0
11597	2	1	766000.0
11598	0	2	1870000.0
11599	0	1	-711000.0
11600	0	2	1870000.0
11601	0	2	1870000.0
11602	1	1	900500.0
11603	2	0	210000.0
11604	2	0	210000.0
11605	1	0	2357000.0
11606	1	1	900500.0
11607	0	0	2726000.0
11608	2	0	210000.0
11609	0	1	-711000.0
11610	0	2	1870000.0
11611	2	0	210000.0
11612	0	0	2726000.0
11613	0	2	1870000.0
11614	1	2	1694500.0
11615	2	0	210000.0
11616	0	0	2726000.0
11617	1	1	900500.0
11618	2	2	1425000.0
11619	0	1	-711000.0
11620	0	2	1870000.0
11621	1	0	2357000.0
11622	1	1	900500.0
11623	0	0	2726000.0
11624	1	0	2357000.0
11625	0	1	-711000.0
11626	1	0	2357000.0
11627	2	2	1425000.0
11628	2	0	210000.0
11629	0	1	-711000.0
11630	2	0	210000.0
11631	1	0	2357000.0
11632	0	0	2726000.0
11633	2	1	766000.0
11634	2	2	1425000.0
11635	2	1	766000.0
11636	0	2	1870000.0
11637	0	2	1870000.0
11638	2	2	1425000.0
11639	0	2	1870000.0
11640	1	0	2357000.0
11641	1	0	2357000.0
11642	0	0	2726000.0
11643	1	2	1694500.0
11644	1	0	2357000.0
11645	0	1	-711000.0
11646	0	0	2726000.0
11647	0	1	-711000.0
11648	1	2	1694500.0
11649	0	0	2726000.0
11650	1	1	900500.0
11651	0	2	1870000.0
11652	2	1	766000.0
11653	2	0	210000.0
11654	2	2	1425000.0
11655	2	2	1425000.0
11656	2	0	210000.0
11657	2	1	766000.0
11658	1	1	900500.0
11659	0	2	1870000.0
11660	0	2	1870000.0
11661	1	1	900500.0
11662	0	0	2726000.0
11663	1	0	2357000.0
11664	1	2	1694500.0
11665	1	0	2357000.0
11666	2	1	766000.0
11667	0	2	1870000.0
11668	2	1	766000.0
11669	0	1	-711000.0
11670	0	2	1870000.0
11671	0	0	2726000.0
11672	1	2	1694500.0
11673	2	1	766000.0
11674	2	1	766000.0
11675	2	0	210000.0
11676	1	0	2357000.0
11677	0	2	1870000.0
11678	2	2	1425000.0
11679	2	2	1425000.0
11680	1	2	1694500.0
11681	1	2	1694500.0
11682	2	0	210000.0
11683	1	0	2357000.0
11684	1	1	900500.0
11685	1	0	2357000.0
11686	0	2	1870000.0
11687	2	0	210000.0
11688	1	2	1694500.0
11689	1	0	2357000.0
11690	0	2	1870000.0
11691	2	2	1425000.0
11692	2	2	1425000.0
11693	0	0	2726000.0
11694	0	2	1870000.0
11695	0	0	2726000.0
11696	2	0	210000.0
11697	1	0	2357000.0
11698	2	1	766000.0
11699	2	1	766000.0
11700	1	1	900500.0
11701	0	0	2726000.0
11702	1	1	900500.0
11703	2	0	210000.0
11704	1	1	900500.0
11705	0	1	-711000.0
11706	2	2	1425000.0
11707	1	2	1694500.0
11708	2	0	210000.0
11709	1	0	2357000.0
11710	0	1	-711000.0
11711	2	0	210000.0
11712	1	0	2357000.0
11713	2	2	1425000.0
11714	0	2	1870000.0
11715	0	1	-711000.0
11716	1	1	900500.0
11717	1	2	1694500.0
11718	0	2	1870000.0
11719	1	2	1694500.0
11720	1	0	2357000.0
11721	0	0	2726000.0
11722	2	2	1425000.0
11723	2	0	210000.0
11724	0	2	1870000.0
11725	2	2	1425000.0
11726	1	1	900500.0
11727	0	0	2726000.0
11728	0	2	1870000.0
11729	2	2	1425000.0
11730	1	0	2357000.0
11731	0	0	2726000.0
11732	1	1	900500.0
11733	2	1	766000.0
11734	0	0	2726000.0
11735	2	0	210000.0
11736	0	1	-711000.0
11737	0	0	2726000.0
11738	1	0	2357000.0
11739	2	1	766000.0
11740	1	1	900500.0
11741	2	0	210000.0
11742	0	1	-711000.0
11743	2	1	766000.0
11744	0	0	2726000.0
11745	1	1	900500.0
11746	0	0	2726000.0
11747	1	0	2357000.0
11748	2	2	1425000.0
11749	0	1	-711000.0
11750	0	0	2726000.0
11751	0	1	-711000.0
11752	1	2	1694500.0
11753	1	0	2357000.0
11754	0	0	2726000.0
11755	1	2	1694500.0
11756	1	2	1694500.0
11757	1	0	2357000.0
11758	0	0	2726000.0
11759	0	0	2726000.0
11760	1	1	900500.0
11761	0	0	2726000.0
11762	0	2	1870000.0
11763	1	1	900500.0
11764	0	2	1870000.0
11765	2	0	210000.0
11766	0	1	-711000.0
11767	2	0	210000.0
11768	2	2	1425000.0
11769	1	1	900500.0
11770	2	1	766000.0
11771	0	0	2726000.0
11772	0	2	1870000.0
11773	2	2	1425000.0
11774	2	0	210000.0
11775	1	1	900500.0
11776	1	0	2357000.0
11777	0	0	2726000.0
11778	2	2	1425000.0
11779	2	0	210000.0
11780	1	1	900500.0
11781	1	2	1694500.0
11782	2	0	210000.0
11783	2	0	210000.0
11784	1	1	900500.0
11785	1	0	2357000.0
11786	0	0	2726000.0
11787	1	0	2357000.0
11788	0	2	1870000.0
11789	0	1	-711000.0
11790	1	0	2357000.0
11791	1	1	900500.0
11792	2	1	766000.0
11793	2	2	1425000.0
11794	0	1	-711000.0
11795	2	0	210000.0
11796	2	1	766000.0
11797	1	2	1694500.0
11798	0	2	1870000.0
11799	1	0	2357000.0
11800	1	0	2357000.0
11801	0	2	1870000.0
11802	0	0	2726000.0
11803	2	1	766000.0
11804	1	2	1694500.0
11805	0	2	1870000.0
11806	2	0	210000.0
11807	0	0	2726000.0
11808	1	2	1694500.0
11809	1	0	2357000.0
11810	2	1	766000.0
11811	0	1	-711000.0
11812	0	2	1870000.0
11813	2	0	210000.0
11814	2	2	1425000.0
11815	2	1	766000.0
11816	2	2	1425000.0
11817	0	0	2726000.0
11818	1	1	900500.0
11819	0	1	-711000.0
11820	1	0	2357000.0
11821	2	1	766000.0
11822	1	0	2357000.0
11823	1	0	2357000.0
11824	2	0	210000.0
11825	2	0	210000.0
11826	2	2	1425000.0
11827	0	2	1870000.0
11828	1	2	1694500.0
11829	2	1	766000.0
11830	0	0	2726000.0
11831	0	0	2726000.0
11832	0	0	2726000.0
11833	1	0	2357000.0
11834	0	0	2726000.0
11835	1	2	1694500.0
11836	2	2	1425000.0
11837	1	1	900500.0
11838	2	1	766000.0
11839	2	0	210000.0
11840	2	0	210000.0
11841	1	0	2357000.0
11842	1	0	2357000.0
11843	1	1	900500.0
11844	0	2	1870000.0
11845	0	0	2726000.0
11846	1	2	1694500.0
11847	2	1	766000.0
11848	0	0	2726000.0
11849	2	1	766000.0
11850	0	2	1870000.0
11851	1	0	2357000.0
11852	2	0	210000.0
11853	1	2	1694500.0
11854	0	0	2726000.0
11855	1	1	900500.0
11856	1	0	2357000.0
11857	0	0	2726000.0
11858	1	1	900500.0
11859	2	0	210000.0
11860	0	1	-711000.0
11861	0	0	2726000.0
11862	0	1	-711000.0
11863	0	0	2726000.0
11864	0	0	2726000.0
11865	2	0	210000.0
11866	0	0	2726000.0
11867	2	0	210000.0
11868	0	0	2726000.0
11869	2	1	766000.0
11870	2	2	1425000.0
11871	1	1	900500.0
11872	2	2	1425000.0
11873	0	0	2726000.0
11874	1	0	2357000.0
11875	2	0	210000.0
11876	1	0	2357000.0
11877	1	0	2357000.0
11878	1	1	900500.0
11879	0	0	2726000.0
11880	0	0	2726000.0
11881	2	2	1425000.0
11882	2	0	210000.0
11883	2	0	210000.0
11884	0	1	-711000.0
11885	1	2	1694500.0
11886	1	2	1694500.0
11887	1	2	1694500.0
11888	1	2	1694500.0
11889	0	1	-711000.0
11890	1	0	2357000.0
11891	0	2	1870000.0
11892	1	0	2357000.0
11893	0	2	1870000.0
11894	2	0	210000.0
11895	2	2	1425000.0
11896	2	1	766000.0
11897	0	1	-711000.0
11898	2	1	766000.0
11899	1	2	1694500.0
11900	2	2	1425000.0
11901	2	0	210000.0
11902	2	2	1425000.0
11903	0	2	1870000.0
11904	1	0	2357000.0
11905	1	0	2357000.0
11906	2	2	1425000.0
11907	1	2	1694500.0
11908	0	1	-711000.0
11909	2	2	1425000.0
11910	1	1	900500.0
11911	0	1	-711000.0
11912	1	1	900500.0
11913	2	0	210000.0
11914	1	2	1694500.0
11915	2	2	1425000.0
11916	2	2	1425000.0
11917	1	1	900500.0
11918	2	0	210000.0
11919	1	0	2357000.0
11920	2	2	1425000.0
11921	2	0	210000.0
11922	1	2	1694500.0
11923	2	2	1425000.0
11924	1	2	1694500.0
11925	1	1	900500.0
11926	1	2	1694500.0
11927	1	1	900500.0
11928	2	1	766000.0
11929	1	1	900500.0
11930	1	1	900500.0
11931	1	2	1694500.0
11932	1	2	1694500.0
11933	0	1	-711000.0
11934	2	0	210000.0
11935	1	2	1694500.0
11936	1	0	2357000.0
11937	0	1	-711000.0
11938	1	1	900500.0
11939	2	1	766000.0
11940	1	0	2357000.0
11941	1	0	2357000.0
11942	1	0	2357000.0
11943	1	2	1694500.0
11944	1	2	1694500.0
11945	2	0	210000.0
11946	0	2	1870000.0
11947	1	2	1694500.0
11948	2	0	210000.0
11949	2	0	210000.0
11950	2	2	1425000.0
11951	1	2	1694500.0
11952	0	1	-711000.0
11953	1	1	900500.0
11954	1	0	2357000.0
11955	2	1	766000.0
11956	0	2	1870000.0
11957	1	0	2357000.0
11958	2	2	1425000.0
11959	2	1	766000.0
11960	0	1	-711000.0
11961	1	1	900500.0
11962	2	2	1425000.0
11963	1	2	1694500.0
11964	0	0	2726000.0
11965	1	2	1694500.0
11966	0	0	2726000.0
11967	1	0	2357000.0
11968	0	0	2726000.0
11969	1	0	2357000.0
11970	0	1	-711000.0
11971	1	2	1694500.0
11972	0	1	-711000.0
11973	2	2	1425000.0
11974	1	0	2357000.0
11975	2	0	210000.0
11976	1	0	2357000.0
11977	1	2	1694500.0
11978	0	1	-711000.0
11979	2	0	210000.0
11980	0	0	2726000.0
11981	2	0	210000.0
11982	2	0	210000.0
11983	2	0	210000.0
11984	1	1	900500.0
11985	0	1	-711000.0
11986	0	1	-711000.0
11987	1	0	2357000.0
11988	2	2	1425000.0
11989	1	1	900500.0
11990	1	2	1694500.0
11991	0	0	2726000.0
11992	2	0	210000.0
11993	2	1	766000.0
11994	1	2	1694500.0
11995	0	0	2726000.0
11996	1	1	900500.0
11997	1	0	2357000.0
11998	1	2	1694500.0
11999	1	2	1694500.0
12000	2	1	766000.0
12001	0	2	1870000.0
12002	1	2	1694500.0
12003	1	0	2357000.0
12004	2	1	766000.0
12005	1	2	1694500.0
12006	2	2	1425000.0
12007	0	1	-711000.0
12008	0	1	-711000.0
12009	0	0	2726000.0
12010	1	2	1694500.0
12011	0	1	-711000.0
12012	2	1	766000.0
12013	2	1	766000.0
12014	1	0	2357000.0
12015	0	0	2726000.0
12016	2	2	1425000.0
12017	0	2	1870000.0
12018	2	1	766000.0
12019	0	0	2726000.0
12020	0	2	1870000.0
12021	0	0	2726000.0
12022	1	0	2357000.0
12023	0	1	-711000.0
12024	2	0	210000.0
12025	2	0	210000.0
12026	0	0	2726000.0
12027	1	0	2357000.0
12028	2	2	1425000.0
12029	1	1	900500.0
12030	2	0	210000.0
12031	2	0	210000.0
12032	2	0	210000.0
12033	1	0	2357000.0
12034	2	0	210000.0
12035	2	1	766000.0
12036	1	1	900500.0
12037	1	2	1694500.0
12038	1	1	900500.0
12039	1	0	2357000.0
12040	2	2	1425000.0
12041	2	1	766000.0
12042	2	1	766000.0
12043	0	0	2726000.0
12044	2	0	210000.0
12045	1	0	2357000.0
12046	1	2	1694500.0
12047	2	2	1425000.0
12048	2	2	1425000.0
12049	1	0	2357000.0
12050	0	1	-711000.0
12051	2	0	210000.0
12052	1	0	2357000.0
12053	0	2	1870000.0
12054	1	2	1694500.0
12055	2	0	210000.0
12056	2	0	210000.0
12057	0	2	1870000.0
12058	0	2	1870000.0
12059	0	0	2726000.0
12060	2	2	1425000.0
12061	2	1	766000.0
12062	2	0	210000.0
12063	1	1	900500.0
12064	2	0	210000.0
12065	2	0	210000.0
12066	2	0	210000.0
12067	2	1	766000.0
12068	2	2	1425000.0
12069	0	0	2726000.0
12070	0	1	-711000.0
12071	1	2	1694500.0
12072	2	2	1425000.0
12073	2	0	210000.0
12074	0	1	-711000.0
12075	2	0	210000.0
12076	2	2	1425000.0
12077	2	1	766000.0
12078	2	2	1425000.0
12079	1	1	900500.0
12080	1	0	2357000.0
12081	1	2	1694500.0
12082	0	1	-711000.0
12083	2	0	210000.0
12084	1	1	900500.0
12085	2	0	210000.0
12086	2	0	210000.0
12087	1	1	900500.0
12088	1	0	2357000.0
12089	1	1	900500.0
12090	0	0	2726000.0
12091	2	0	210000.0
12092	0	0	2726000.0
12093	0	2	1870000.0
12094	0	2	1870000.0
12095	1	0	2357000.0
12096	2	0	210000.0
12097	1	0	2357000.0
12098	2	2	1425000.0
12099	1	0	2357000.0
12100	1	2	1694500.0
12101	2	1	766000.0
12102	1	0	2357000.0
12103	2	0	210000.0
12104	2	0	210000.0
12105	1	2	1694500.0
12106	2	0	210000.0
12107	0	1	-711000.0
12108	1	2	1694500.0
12109	2	1	766000.0
12110	1	0	2357000.0
12111	2	2	1425000.0
12112	2	2	1425000.0
12113	0	2	1870000.0
12114	1	1	900500.0
12115	0	2	1870000.0
12116	1	1	900500.0
12117	0	1	-711000.0
12118	2	0	210000.0
12119	0	0	2726000.0
12120	1	1	900500.0
12121	1	2	1694500.0
12122	0	1	-711000.0
12123	1	2	1694500.0
12124	1	2	1694500.0
12125	1	2	1694500.0
12126	1	2	1694500.0
12127	0	0	2726000.0
12128	1	2	1694500.0
12129	2	1	766000.0
12130	1	0	2357000.0
12131	2	0	210000.0
12132	0	1	-711000.0
12133	0	0	2726000.0
12134	2	0	210000.0
12135	2	0	210000.0
12136	1	1	900500.0
12137	1	2	1694500.0
12138	2	2	1425000.0
12139	0	2	1870000.0
12140	1	2	1694500.0
12141	0	0	2726000.0
12142	0	1	-711000.0
12143	1	2	1694500.0
12144	1	2	1694500.0
12145	1	2	1694500.0
12146	1	1	900500.0
12147	2	2	1425000.0
12148	1	2	1694500.0
12149	2	1	766000.0
12150	1	2	1694500.0
12151	2	2	1425000.0
12152	1	2	1694500.0
12153	0	0	2726000.0
12154	2	1	766000.0
12155	2	0	210000.0
12156	2	2	1425000.0
12157	1	0	2357000.0
12158	0	2	1870000.0
12159	0	0	2726000.0
12160	1	1	900500.0
12161	0	1	-711000.0
12162	0	1	-711000.0
12163	2	1	766000.0
12164	2	0	210000.0
12165	0	2	1870000.0
12166	1	0	2357000.0
12167	2	0	210000.0
12168	1	0	2357000.0
12169	1	0	2357000.0
12170	1	0	2357000.0
12171	0	0	2726000.0
12172	2	0	210000.0
12173	0	0	2726000.0
12174	0	0	2726000.0
12175	0	1	-711000.0
12176	0	2	1870000.0
12177	1	2	1694500.0
12178	2	2	1425000.0
12179	2	2	1425000.0
12180	2	1	766000.0
12181	0	2	1870000.0
12182	1	0	2357000.0
12183	0	0	2726000.0
12184	1	1	900500.0
12185	2	2	1425000.0
12186	0	1	-711000.0
12187	0	0	2726000.0
12188	0	1	-711000.0
12189	0	2	1870000.0
12190	2	0	210000.0
12191	2	0	210000.0
12192	1	1	900500.0
12193	1	2	1694500.0
12194	0	2	1870000.0
12195	2	0	210000.0
12196	2	1	766000.0
12197	0	0	2726000.0
12198	1	1	900500.0
12199	2	2	1425000.0
12200	0	0	2726000.0
12201	1	1	900500.0
12202	2	2	1425000.0
12203	0	0	2726000.0
12204	1	0	2357000.0
12205	0	1	-711000.0
12206	1	1	900500.0
12207	0	0	2726000.0
12208	1	2	1694500.0
12209	2	2	1425000.0
12210	1	2	1694500.0
12211	1	0	2357000.0
12212	0	0	2726000.0
12213	1	0	2357000.0
12214	0	2	1870000.0
12215	1	2	1694500.0
12216	1	1	900500.0
12217	0	0	2726000.0
12218	2	0	210000.0
12219	0	2	1870000.0
12220	1	0	2357000.0
12221	1	2	1694500.0
12222	2	2	1425000.0
12223	2	0	210000.0
12224	2	2	1425000.0
12225	0	0	2726000.0
12226	1	2	1694500.0
12227	1	2	1694500.0
12228	2	0	210000.0
12229	0	0	2726000.0
12230	0	0	2726000.0
12231	1	1	900500.0
12232	1	1	900500.0
12233	2	0	210000.0
12234	1	1	900500.0
12235	1	2	1694500.0
12236	2	2	1425000.0
12237	0	2	1870000.0
12238	1	2	1694500.0
12239	1	2	1694500.0
12240	1	2	1694500.0
12241	2	0	210000.0
12242	2	2	1425000.0
12243	0	1	-711000.0
12244	2	2	1425000.0
12245	0	1	-711000.0
12246	0	0	2726000.0
12247	1	0	2357000.0
12248	1	2	1694500.0
12249	2	1	766000.0
12250	0	0	2726000.0
12251	0	2	1870000.0
12252	1	0	2357000.0
12253	0	0	2726000.0
12254	2	0	210000.0
12255	1	2	1694500.0
12256	2	2	1425000.0
12257	0	1	-711000.0
12258	1	2	1694500.0
12259	2	1	766000.0
12260	1	0	2357000.0
12261	2	0	210000.0
12262	0	2	1870000.0
12263	1	0	2357000.0
12264	0	1	-711000.0
12265	0	0	2726000.0
12266	0	0	2726000.0
12267	0	2	1870000.0
12268	2	1	766000.0
12269	1	1	900500.0
12270	0	2	1870000.0
12271	0	1	-711000.0
12272	2	0	210000.0
12273	2	2	1425000.0
12274	0	1	-711000.0
12275	2	1	766000.0
12276	0	1	-711000.0
12277	2	1	766000.0
12278	2	2	1425000.0
12279	0	0	2726000.0
12280	0	0	2726000.0
12281	0	0	2726000.0
12282	1	0	2357000.0
12283	1	1	900500.0
12284	1	1	900500.0
12285	1	2	1694500.0
12286	1	0	2357000.0
12287	2	0	210000.0
12288	0	0	2726000.0
12289	2	2	1425000.0
12290	1	2	1694500.0
12291	2	2	1425000.0
12292	1	0	2357000.0
12293	2	0	210000.0
12294	1	0	2357000.0
12295	1	0	2357000.0
12296	1	1	900500.0
12297	0	1	-711000.0
12298	0	1	-711000.0
12299	2	1	766000.0
12300	1	1	900500.0
12301	0	2	1870000.0
12302	2	0	210000.0
12303	1	0	2357000.0
12304	2	0	210000.0
12305	0	2	1870000.0
12306	2	2	1425000.0
12307	0	1	-711000.0
12308	2	0	210000.0
12309	0	0	2726000.0
12310	0	2	1870000.0
12311	2	0	210000.0
12312	0	0	2726000.0
12313	2	0	210000.0
12314	2	0	210000.0
12315	1	0	2357000.0
12316	0	0	2726000.0
12317	2	0	210000.0
12318	2	0	210000.0
12319	2	1	766000.0
12320	1	2	1694500.0
12321	0	2	1870000.0
12322	2	0	210000.0
12323	2	0	210000.0
12324	0	0	2726000.0
12325	0	1	-711000.0
12326	1	1	900500.0
12327	2	0	210000.0
12328	0	2	1870000.0
12329	1	0	2357000.0
12330	1	2	1694500.0
12331	0	0	2726000.0
12332	2	1	766000.0
12333	2	0	210000.0
12334	0	0	2726000.0
12335	0	2	1870000.0
12336	2	0	210000.0
12337	0	2	1870000.0
12338	1	0	2357000.0
12339	1	0	2357000.0
12340	2	2	1425000.0
12341	0	2	1870000.0
12342	2	2	1425000.0
12343	2	0	210000.0
12344	0	0	2726000.0
12345	0	2	1870000.0
12346	2	1	766000.0
12347	0	1	-711000.0
12348	1	1	900500.0
12349	0	1	-711000.0
12350	1	0	2357000.0
12351	2	0	210000.0
12352	0	0	2726000.0
12353	2	0	210000.0
12354	1	1	900500.0
12355	0	2	1870000.0
12356	2	1	766000.0
12357	2	1	766000.0
12358	2	1	766000.0
12359	2	2	1425000.0
12360	1	0	2357000.0
12361	2	0	210000.0
12362	2	2	1425000.0
12363	2	2	1425000.0
12364	1	0	2357000.0
12365	0	0	2726000.0
12366	0	0	2726000.0
12367	1	0	2357000.0
12368	2	0	210000.0
12369	1	0	2357000.0
12370	0	1	-711000.0
12371	2	0	210000.0
12372	0	2	1870000.0
12373	2	0	210000.0
12374	1	2	1694500.0
12375	1	1	900500.0
12376	2	0	210000.0
12377	2	0	210000.0
12378	0	2	1870000.0
12379	0	1	-711000.0
12380	0	2	1870000.0
12381	0	2	1870000.0
12382	1	1	900500.0
12383	1	2	1694500.0
12384	2	0	210000.0
12385	1	0	2357000.0
12386	2	2	1425000.0
12387	0	2	1870000.0
12388	1	2	1694500.0
12389	2	1	766000.0
12390	2	0	210000.0
12391	2	1	766000.0
12392	0	1	-711000.0
12393	2	0	210000.0
12394	2	2	1425000.0
12395	1	2	1694500.0
12396	0	1	-711000.0
12397	2	2	1425000.0
12398	2	0	210000.0
12399	1	0	2357000.0
12400	1	0	2357000.0
12401	0	0	2726000.0
12402	0	0	2726000.0
12403	2	1	766000.0
12404	0	0	2726000.0
12405	2	0	210000.0
12406	0	2	1870000.0
12407	1	1	900500.0
12408	2	0	210000.0
12409	2	0	210000.0
12410	2	0	210000.0
12411	1	0	2357000.0
12412	2	0	210000.0
12413	0	2	1870000.0
12414	0	0	2726000.0
12415	0	0	2726000.0
12416	0	2	1870000.0
12417	1	2	1694500.0
12418	2	2	1425000.0
12419	1	2	1694500.0
12420	1	0	2357000.0
12421	2	2	1425000.0
12422	1	2	1694500.0
12423	0	0	2726000.0
12424	1	2	1694500.0
12425	1	0	2357000.0
12426	0	0	2726000.0
12427	0	0	2726000.0
12428	1	1	900500.0
12429	1	0	2357000.0
12430	1	0	2357000.0
12431	0	0	2726000.0
12432	0	2	1870000.0
12433	2	0	210000.0
12434	1	1	900500.0
12435	2	0	210000.0
12436	1	1	900500.0
12437	2	0	210000.0
12438	0	0	2726000.0
12439	2	2	1425000.0
12440	2	0	210000.0
12441	1	0	2357000.0
12442	1	2	1694500.0
12443	0	1	-711000.0
12444	1	2	1694500.0
12445	1	0	2357000.0
12446	1	0	2357000.0
12447	0	2	1870000.0
12448	2	2	1425000.0
12449	0	0	2726000.0
12450	1	0	2357000.0
12451	2	2	1425000.0
12452	0	2	1870000.0
12453	0	0	2726000.0
12454	1	1	900500.0
12455	1	1	900500.0
12456	2	2	1425000.0
12457	1	2	1694500.0
12458	0	2	1870000.0
12459	0	1	-711000.0
12460	1	1	900500.0
12461	1	1	900500.0
12462	1	1	900500.0
12463	2	0	210000.0
12464	1	0	2357000.0
12465	2	2	1425000.0
12466	2	1	766000.0
12467	2	1	766000.0
12468	2	2	1425000.0
12469	2	2	1425000.0
12470	2	0	210000.0
12471	2	1	766000.0
12472	1	2	1694500.0
12473	2	1	766000.0
12474	2	2	1425000.0
12475	1	0	2357000.0
12476	2	0	210000.0
12477	2	1	766000.0
12478	0	2	1870000.0
12479	2	0	210000.0
12480	2	0	210000.0
12481	2	2	1425000.0
12482	2	1	766000.0
12483	0	1	-711000.0
12484	2	0	210000.0
12485	2	0	210000.0
12486	0	1	-711000.0
12487	2	2	1425000.0
12488	2	1	766000.0
12489	1	0	2357000.0
12490	1	1	900500.0
12491	2	1	766000.0
12492	1	0	2357000.0
12493	1	0	2357000.0
12494	1	0	2357000.0
12495	2	2	1425000.0
12496	1	1	900500.0
12497	2	2	1425000.0
12498	0	2	1870000.0
12499	0	2	1870000.0
12500	0	0	2726000.0
12501	0	1	-711000.0
12502	2	1	766000.0
12503	0	1	-711000.0
12504	0	1	-711000.0
12505	1	2	1694500.0
12506	0	0	2726000.0
12507	1	1	900500.0
12508	2	2	1425000.0
12509	1	0	2357000.0
12510	2	0	210000.0
12511	2	0	210000.0
12512	0	1	-711000.0
12513	0	1	-711000.0
12514	2	1	766000.0
12515	2	2	1425000.0
12516	0	0	2726000.0
12517	1	1	900500.0
12518	2	1	766000.0
12519	0	2	1870000.0
12520	0	0	2726000.0
12521	0	0	2726000.0
12522	0	1	-711000.0
12523	0	1	-711000.0
12524	2	0	210000.0
12525	2	0	210000.0
12526	2	0	210000.0
12527	0	2	1870000.0
12528	1	0	2357000.0
12529	2	2	1425000.0
12530	2	2	1425000.0
12531	1	0	2357000.0
12532	2	0	210000.0
12533	2	1	766000.0
12534	1	0	2357000.0
12535	0	2	1870000.0
12536	1	1	900500.0
12537	1	0	2357000.0
